,date,time,loc,population,wd
58,20201003,10,11410585,34109.9416,610
59,20201003,11,11410585,35996.2923,611
60,20201003,12,11410585,38343.9107,612
61,20201003,13,11410585,40737.1685,613
62,20201003,14,11410585,41957.2831,614
63,20201003,15,11410585,43756.3136,615
64,20201003,16,11410585,44504.5445,616
65,20201003,17,11410585,44673.7936,617
66,20201003,18,11410585,45111.8845,618
67,20201003,19,11410585,44346.3287,619
68,20201003,20,11410585,42416.2828,620
69,20201003,21,11410585,40054.9989,621
70,20201003,22,11410585,36613.7779,622
71,20201003,23,11410585,32563.8952,623
72,20201004,00,11410585,32052.3388,700
73,20201004,01,11410585,31218.9894,701
74,20201004,02,11410585,30780.3624,702
75,20201004,03,11410585,30573.2986,703
76,20201004,04,11410585,30512.8473,704
77,20201004,05,11410585,30884.4101,705
78,20201004,06,11410585,31101.0246,706
79,20201004,07,11410585,31271.2458,707
80,20201004,08,11410585,32483.8632,708
81,20201004,09,11410585,34084.5092,709
82,20201004,10,11410585,36048.1397,710
83,20201004,11,11410585,37993.9255,711
84,20201004,12,11410585,39924.6381,712
85,20201004,13,11410585,42153.2622,713
86,20201004,14,11410585,44573.0165,714
87,20201004,15,11410585,45129.263,715
88,20201004,16,11410585,45853.9111,716
89,20201004,17,11410585,45796.2657,717
90,20201004,18,11410585,45337.6746,718
91,20201004,19,11410585,44400.5376,719
92,20201004,20,11410585,42253.1175,720
93,20201004,21,11410585,40081.0767,721
94,20201004,22,11410585,37420.6916,722
95,20201004,23,11410585,33839.8776,723
96,20201005,00,11410585,33223.067,100
97,20201005,01,11410585,33141.4297,101
98,20201005,02,11410585,32800.04,102
99,20201005,03,11410585,32672.6597,103
100,20201005,04,11410585,32966.0182,104
101,20201005,05,11410585,34310.4257,105
102,20201005,06,11410585,36931.3397,106
103,20201005,07,11410585,43549.1711,107
104,20201005,08,11410585,51494.3703,108
105,20201005,09,11410585,58489.86,109
106,20201005,10,11410585,62930.736,110
107,20201005,11,11410585,64172.2995,111
108,20201005,12,11410585,66035.5453,112
109,20201005,13,11410585,69481.0015,113
110,20201005,14,11410585,71138.664,114
111,20201005,15,11410585,70137.0935,115
112,20201005,16,11410585,65951.3703,116
113,20201005,17,11410585,60131.1075,117
114,20201005,18,11410585,57342.6513,118
115,20201005,19,11410585,53494.6802,119
116,20201005,20,11410585,49868.0663,120
117,20201005,21,11410585,46082.4173,121
118,20201005,22,11410585,41776.2626,122
119,20201005,23,11410585,36639.9512,123
120,20201006,00,11410585,35575.3265,200
121,20201006,01,11410585,35133.6416,201
122,20201006,02,11410585,34999.7429,202
123,20201006,03,11410585,34945.9689,203
124,20201006,04,11410585,35012.9849,204
125,20201006,05,11410585,36311.922,205
126,20201006,06,11410585,39041.0313,206
127,20201006,07,11410585,46049.1242,207
128,20201006,08,11410585,54004.5171,208
129,20201006,09,11410585,61122.1764,209
130,20201006,10,11410585,65427.3904,210
131,20201006,11,11410585,66365.9038,211
132,20201006,12,11410585,68834.293,212
133,20201006,13,11410585,72260.763,213
134,20201006,14,11410585,73711.3316,214
135,20201006,15,11410585,71177.7013,215
136,20201006,16,11410585,67270.499,216
137,20201006,17,11410585,61952.2835,217
138,20201006,18,11410585,58361.0733,218
139,20201006,19,11410585,55814.1113,219
140,20201006,20,11410585,51975.1919,220
141,20201006,21,11410585,48469.2085,221
142,20201006,22,11410585,43409.4015,222
143,20201006,23,11410585,37857.7058,223
144,20201007,00,11410585,36682.1097,300
145,20201007,01,11410585,36317.049,301
146,20201007,02,11410585,36212.0912,302
147,20201007,03,11410585,36185.8513,303
148,20201007,04,11410585,36249.1652,304
149,20201007,05,11410585,37592.0967,305
150,20201007,06,11410585,40026.7407,306
151,20201007,07,11410585,47484.5858,307
152,20201007,08,11410585,55450.3579,308
153,20201007,09,11410585,62740.1505,309
154,20201007,10,11410585,67064.5117,310
155,20201007,11,11410585,68601.3933,311
156,20201007,12,11410585,70222.4011,312
157,20201007,13,11410585,72956.5284,313
158,20201007,14,11410585,74455.8158,314
159,20201007,15,11410585,73497.6953,315
160,20201007,16,11410585,68507.1059,316
161,20201007,17,11410585,63741.3263,317
162,20201007,18,11410585,59646.1107,318
163,20201007,19,11410585,56942.9048,319
164,20201007,20,11410585,53838.7845,320
165,20201007,21,11410585,49534.3985,321
166,20201007,22,11410585,44559.066,322
167,20201007,23,11410585,38348.1697,323
168,20201008,00,11410585,37820.9599,400
169,20201008,01,11410585,37101.7986,401
170,20201008,02,11410585,36860.2357,402
171,20201008,03,11410585,36501.4335,403
172,20201008,04,11410585,36785.8867,404
173,20201008,05,11410585,38032.4035,405
174,20201008,06,11410585,40317.9305,406
175,20201008,07,11410585,47388.8264,407
176,20201008,08,11410585,55121.992,408
177,20201008,09,11410585,61852.5437,409
178,20201008,10,11410585,66326.6524,410
179,20201008,11,11410585,67409.5733,411
180,20201008,12,11410585,68992.6629,412
181,20201008,13,11410585,72385.3536,413
182,20201008,14,11410585,73508.2943,414
183,20201008,15,11410585,71848.9561,415
184,20201008,16,11410585,68072.0641,416
185,20201008,17,11410585,62489.1969,417
186,20201008,18,11410585,59248.9653,418
187,20201008,19,11410585,57525.6988,419
188,20201008,20,11410585,54683.4971,420
189,20201008,21,11410585,50828.4596,421
190,20201008,22,11410585,45825.8236,422
191,20201008,23,11410585,39549.9563,423
192,20201009,00,11410585,38254.433,500
193,20201009,01,11410585,37221.3509,501
194,20201009,02,11410585,36887.2835,502
195,20201009,03,11410585,36724.9502,503
196,20201009,04,11410585,36504.9631,504
197,20201009,05,11410585,37153.8558,505
198,20201009,06,11410585,37361.5037,506
199,20201009,07,11410585,38249.5827,507
200,20201009,08,11410585,40063.5537,508
201,20201009,09,11410585,42524.1048,509
202,20201009,10,11410585,45076.8674,510
203,20201009,11,11410585,46826.0236,511
204,20201009,12,11410585,49688.4033,512
205,20201009,13,11410585,51600.9523,513
206,20201009,14,11410585,53345.4227,514
207,20201009,15,11410585,53789.5784,515
208,20201009,16,11410585,54472.3254,516
209,20201009,17,11410585,53764.5049,517
210,20201009,18,11410585,53262.654,518
211,20201009,19,11410585,52644.3531,519
212,20201009,20,11410585,50639.7793,520
213,20201009,21,11410585,47996.8621,521
214,20201009,22,11410585,43535.8935,522
215,20201009,23,11410585,39137.5263,523
216,20201010,00,11410585,38078.3417,600
217,20201010,01,11410585,36686.331,601
218,20201010,02,11410585,36144.3439,602
219,20201010,03,11410585,35838.3245,603
220,20201010,04,11410585,35761.3825,604
221,20201010,05,11410585,36438.5002,605
222,20201010,06,11410585,37170.1212,606
223,20201010,07,11410585,38445.6892,607
224,20201010,08,11410585,40859.5137,608
225,20201010,09,11410585,44604.0383,609
226,20201010,10,11410585,47084.8453,610
227,20201010,11,11410585,48655.7745,611
228,20201010,12,11410585,51239.1205,612
229,20201010,13,11410585,52491.0613,613
230,20201010,14,11410585,53679.5569,614
231,20201010,15,11410585,54196.1301,615
232,20201010,16,11410585,52950.269,616
233,20201010,17,11410585,52277.1722,617
234,20201010,18,11410585,52892.9689,618
235,20201010,19,11410585,52315.8056,619
236,20201010,20,11410585,49919.0529,620
237,20201010,21,11410585,47038.8493,621
238,20201010,22,11410585,43156.9229,622
239,20201010,23,11410585,37723.2196,623
